;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
59;within a day;50%;f;5.0;-22.98789;-43.31698;Cottage;Private room;2;4.5;6.0;2.0;Real Bed;"{TV,Wifi,""Wheelchair accessible"",""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";181.0;$30.00;1;80.0;2;30;2;t;f;moderate;2020;4
61;within an hour;100%;t;1.0;-22.97;-43.18823;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed""}";279.0;$57.00;1;0.0;2;31;85;t;f;strict_14_with_grace_period;2020;4
63;within an hour;100%;f;2.0;-22.89338;-43.357479999999995;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Dog(s),""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Well-lit path to entrance""}";122.0;$0.00;2;50.0;1;365;4;t;f;moderate;2020;4
65;within a day;100%;f;4.0;-22.96995;-43.188790000000004;Condominium;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you"",""Shower gel"",""Baking sheet""}";501.0;$200.00;2;140.0;2;270;14;f;f;strict_14_with_grace_period;2020;4
67;within a day;100%;f;4.0;-22.984679999999997;-43.18926;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Beachfront}";158.0;$150.00;1;0.0;2;730;4;f;f;strict_14_with_grace_period;2020;4
70;within a few hours;100%;f;2.0;-22.91949;-43.22558;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Stove,""Long term stays allowed"",""Host greets you""}";133.0;$53.00;1;53.0;1;180;4;f;f;moderate;2020;4
71;within a few hours;100%;t;15.0;-22.98346;-43.22032;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,Washer,Dryer,Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Crib,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Oven,""Host greets you""}";659.0;$0.00;5;0.0;3;120;13;f;f;moderate;2020;4
72;within an hour;100%;t;1.0;-22.98002;-43.22371;Apartment;Entire home/apt;4;1.0;2.0;3.0;Pull-out Sofa;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you"",""Trash can""}";242.0;$170.00;2;0.0;3;1125;32;f;f;flexible;2020;4
75;within a day;70%;f;2.0;-22.954539999999998;-43.17442;Loft;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Fire extinguisher"",Essentials,""Hair dryer"",""Self check-in"",""Building staff"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",Waterfront}";2108.0;$263.00;2;263.0;3;367;22;f;f;strict_14_with_grace_period;2020;4
76;within a few hours;80%;f;3.0;-22.98333;-43.191720000000004;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";132.0;$100.00;1;0.0;2;365;94;f;f;strict_14_with_grace_period;2020;4
79;a few days or more;33%;t;4.0;-22.961479999999998;-43.200379999999996;House;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Waterfront,""Trash can""}";266.0;$160.00;2;0.0;2;365;80;t;f;strict_14_with_grace_period;2020;4
80;within a few hours;100%;f;4.0;-22.964029999999998;-43.40829;House;Private room;9;1.5;3.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you"",""Barbecue utensils"",""Trash can""}";142.0;$200.00;1;120.0;2;90;4;f;f;moderate;2020;4
81;within an hour;100%;f;10.0;-22.97854;-43.1904;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";126.0;$130.00;2;50.0;2;180;85;f;f;strict_14_with_grace_period;2020;4
82;within an hour;100%;f;2.0;-22.98249;-43.19222;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you""}";258.0;$0.00;2;115.0;3;15;12;f;f;moderate;2020;4
84;within an hour;100%;f;10.0;-22.9869;-43.192859999999996;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""High chair"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";153.0;$160.00;2;50.0;2;180;73;f;f;strict_14_with_grace_period;2020;4
86;within an hour;100%;f;10.0;-22.97064;-43.18496;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";132.0;$140.00;2;50.0;1;180;70;f;f;strict_14_with_grace_period;2020;4
87;within an hour;100%;f;10.0;-22.97135;-43.18779;Apartment;Entire home/apt;4;1.0;0.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you"",""Paid parking on premises""}";126.0;$140.00;2;50.0;1;180;98;f;f;strict_14_with_grace_period;2020;4
88;within a few hours;100%;f;1.0;-22.99442;-43.235440000000004;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,""24-hour check-in"",Beachfront}";409.0;$319.00;2;319.0;3;1125;1;f;f;strict_14_with_grace_period;2020;4
89;within an hour;100%;f;10.0;-22.98114;-43.19429;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";111.0;$130.00;2;50.0;2;150;85;f;f;moderate;2020;4
90;within an hour;100%;t;2.0;-22.9626;-43.177040000000005;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed""}";100.0;$160.00;1;0.0;1;28;77;f;f;strict_14_with_grace_period;2020;4
91;within a few hours;100%;t;2.0;-22.98015;-43.190979999999996;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Shower gel"",""Trash can""}";606.0;$711.00;2;0.0;3;180;187;t;f;moderate;2020;4
93;within an hour;100%;t;1.0;-22.98499;-43.190979999999996;Condominium;Entire home/apt;8;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";859.0;$401.00;3;172.0;3;25;140;f;f;strict_14_with_grace_period;2020;4
94;within an hour;100%;t;4.0;-22.98026;-43.19109;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Lake access""}";248.0;$228.00;1;30.0;3;90;100;f;f;strict_14_with_grace_period;2020;4
95;within an hour;100%;t;4.0;-22.978579999999997;-43.19075;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Lake access""}";526.0;$219.00;1;26.0;3;90;78;t;f;moderate;2020;4
99;within an hour;100%;t;2.0;-22.94879;-43.181470000000004;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront,""Trash can""}";121.0;$100.00;1;35.0;3;365;46;t;f;strict_14_with_grace_period;2020;4
100;within a few hours;80%;f;34.0;-22.98236;-43.198640000000005;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";232.0;$150.00;4;30.0;3;90;152;f;f;strict_14_with_grace_period;2020;4
101;within a few hours;100%;t;2.0;-22.95348;-43.187509999999996;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}";63.0;$0.00;1;150.0;1;730;69;f;f;flexible;2020;4
102;a few days or more;33%;f;4.0;-22.957829999999998;-43.19984;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Trash can"",""Bread maker""}";101.0;$100.00;1;0.0;5;30;1;f;f;strict_14_with_grace_period;2020;4
104;within an hour;100%;t;3.0;-22.985970000000002;-43.19591;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";79.0;$100.00;1;60.0;3;30;180;t;f;strict_14_with_grace_period;2020;4
